Table 1
ABS,ORGNAME,POSTAL_ADD1,POSTAL_ADD2,POSTAL_SUBURB,POSTAL_STATE,POSTAL_PCODE,STREET_ADD1,STREET_ADD2,STREET_SUBURB,STREET_STATE,STREET_PCODE,PHONE,FAX,DX,GM_SAL,GM_FIRST,GM_LAST,GM_AWARD,MAYOR_SAL,MAYOR_FIRST,MAYOR_LAST,MAYOR_AWARD,EMAIL,WEB,AREA,POPULATION,ABN,METRO
15990,Northern Beaches Council,PO Box 82,,MANLY,NSW,1655,Civic Centre 725 Pittwater Road,,Dee Why,NSW,2099,1300 434 434,0,,Mr,Scott,Phillips,,Clr,Sue,Heins,,council@northernbeaches.nsw.gov.au,http://www.northernbeaches.nsw.gov.au,254,268666,57 284 295 198,1
16100,Oberon Council,PO Box 84,,OBERON,NSW,2787,137 Oberon Street,,Oberon,NSW,2787,02 6329 8100,0,,Mr,Gary,Wallace,,Clr,Andrew,McKibbin,,council@oberon.nsw.gov.au,http://www.oberon.nsw.gov.au,3625,5382,13 632 416 736,0
16150,Orange City Council,PO Box 35,,ORANGE,NSW,2800,Civic Centre 135 Byng St,,Orange,NSW,2800,02 6393 8000,02 6393 8199,,Mr,Scott,Maunder,,Clr,Tony,Mileto,,council@orange.nsw.gov.au,http://www.orange.nsw.gov.au,284,41468,85 985 402 386,0
16200,Parkes Shire Council,PO Box 337,,PARKES,NSW,2870,2 Cecile Street,,Parkes,NSW,2870,02 6861 2333,02 6862 3946,,Mr,Kent,Boyd,,Clr,Neil,Westcott,,council@parkes.nsw.gov.au,http://www.parkes.nsw.gov.au,5958,14236,96 299 629 630,0
16260,Council of the City of Parramatta,PO Box 32,,PARRAMATTA,NSW,2124,9 Wentworth Street,,Parramatta,NSW,2150,1300 617 058,02 9806 5917,,Mr,George,Bounassif,,Clr,Martin,Zaiter,,council@cityofparramatta.nsw.gov.au,http://www.cityofparramatta.nsw.gov.au,84,243276,49 907 174 773,1
16350,Penrith City Council,PO Box 60,,PENRITH,NSW,2751,Civic Centre 601 High Street,,Penrith,NSW,2750,02 4732 7777,02 4732 7958,,Mr,Andrew,Moore,,Clr,Todd,Carney,,council@penrith.city,http://www.penrithcity.nsw.gov.au,405,205043,43 794 422 563,1
16380,Port Macquarie-Hastings Council,PO Box 84,,PORT MACQUARIE,NSW,2444,Cnr Lord & Burrawan Streets,,Port Macquarie,NSW,2444,02 6581 8111,02 6581 8123,7415 Port Macquarie,Mr,Robert,Fish,,Clr,Adam,Roberts,,council@pmhc.nsw.gov.au,http://www.pmhc.nsw.gov.au,3683,81404,11 236 901 601,0
16400,Port Stephens Council,PO Box 42,,RAYMOND TERRACE,NSW,2324,116 Adelaide St,,Raymond Terrace,NSW,2324,02 4988 0255,02 4987 3612,21406 Raymond Terrace,Mr,Tim,Crosdale,,Clr,Leah,Anderson,,council@portstephens.nsw.gov.au,http://www.portstephens.nsw.gov.au,858,71736,16 744 377 876,0
16490,Queanbeyan-Palerang Regional Council,PO Box 90,,QUEANBEYAN,NSW,2620,257 Crawford Street,,Queanbeyan,NSW,2620,1300 735 025,0,,Mrs,Rebecca,Ryan,,Clr,Kenrick,Winchester,,council@qprc.nsw.gov.au,http://www.qprc.nsw.gov.au,5319,58771,12 842 195 133,0
16550,Randwick City Council,30 Frances Street,,RANDWICK,NSW,2031,30 Frances Street,,Randwick,NSW,2031,1300 722 542,02 9319 1510,4121 Maroubra Junction,Mr,Ray,Brownlee,PSM,Clr,Dylan,Parker,,council@randwick.nsw.gov.au,http://www.randwick.nsw.gov.au,36,151996,77 362 844 121,1
16610,Richmond Valley Council,Locked Bag 10,,CASINO,NSW,2470,10 Graham Place,,Casino,NSW,2470,02 6660 0300,02 6660 1300,,Mr,Vaughan,Macdonald,,Clr,Robert,Mustow,,council@richmondvalley.nsw.gov.au,http://www.richmondvalley.nsw.gov.au,3047,23317,54 145 907 009,0
16700,Council of the City of Ryde,Locked Bag 2069,,NORTH RYDE,NSW,1670,1 Pope Street,,Ryde,NSW,2112,02 9952 8222,02 9952 8070,,Mr,Wayne,Rylands,,Clr,Trenton,Brown,,cityofryde@ryde.nsw.gov.au,http://www.ryde.nsw.gov.au,41,124497,81 621 292 610,1
16900,Shellharbour City Council,Locked Bag 155,,SHELLHARBOUR CITY CENTRE,NSW,2529,Shellharbour Civic Centre 76 Cygnet Avenue,,SHELLHARBOUR CITY CENTRE,NSW,2529,02 4221 6111,02 4221 6016,26402 Shellharbour Square,Mr,Wayde,Peterson,,Clr,Chris,Homer,,council@shellharbour.nsw.gov.au,http://www.shellharbour.nsw.gov.au,147,70994,78 392 627 134,0
16950,Shoalhaven City Council,PO Box 42,,NOWRA,NSW,2541,Bridge Road,,Nowra,NSW,2541,02 4429 3111,02 4422 1816,5323 Nowra,Mr,Andrew,Constance,,Clr,Patricia,White,,council@shoalhaven.nsw.gov.au,http://www.shoalhaven.nsw.gov.au,4567,103012,59 855 182 344,0
17000,Singleton Council,PO Box 314,,SINGLETON,NSW,2330,Queen Street,,Singleton,NSW,2330,02 6578 7290,02 6572 4197,,Mr,Justin,Fitzpatrick-Barr,,Clr,Sue,Moore,,council@singleton.nsw.gov.au,http://www.singleton.nsw.gov.au,4893,23482,52 877 492 396,0
17040,Snowy Monaro Regional Council,PO Box 714,,COOMA,NSW,2630,81 Commissioner Street,,COOMA,NSW,2630,1300 345 345,0,,Ms,Noreen,Vu,,Clr,Christopher,Hanna,,council@snowymonaro.nsw.gov.au,http://www.snowymonaro.nsw.gov.au,15164,20655,72 906 802 034,0
17080,Snowy Valleys Council,76 Capper Street,,TUMUT,NSW,2720,76 Capper Street,,TUMUT,NSW,2720,1300 275 782,02 6941 2678,,Ms,Jessica,Quilty,,Clr,Julia,Ham,,info@svc.nsw.gov.au,http://www.snowyvalleys.nsw.gov.au,8959,14552,53 558 891 887,0
17100,Strathfield Municipal Council,PO Box 120,,STRATHFIELD,NSW,2135,65 Homebush Road,,Strathfield,NSW,2135,02 9748 9999,02 9764 1034,,Mr,Michael,Mamo,,Clr,Benjamin,Cai,,council@strathfield.nsw.gov.au,http://www.strathfield.nsw.gov.au,14,43803,52 719 940 263,1
17150,Sutherland Shire Council,Locked Bag 17,,SUTHERLAND,NSW,1499,4-20 Eton Street,,Sutherland,NSW,2232,02 9710 0333,02 9710 0265,4511 Sutherland,Ms,Clare,Phelan,,Clr,Jack,Boyd,,ssc@ssc.nsw.gov.au,http://www.sutherlandshire.nsw.gov.au,334,227546,52 018 204 808,1
17200,Council of the City of Sydney,GPO Box 1591,,SYDNEY,NSW,2001,456 Kent Street,,Sydney,NSW,2000,02 9265 9333,02 9265 9222,1251 Sydney,Ms,Monica,Barone,,Clr,Clover,Moore,AO,council@cityofsydney.nsw.gov.au,http://www.cityofsydney.nsw.gov.au,27,232926,22 636 550 790,1
17310,Tamworth Regional Council,PO Box 555,,TAMWORTH,NSW,2340,437 Peel Street,,Tamworth,NSW,2340,02 6767 5555,02 6767 5499,6125 Tamworth,Mr,Paul,Bennett,,Clr,Russell,Webb,,trc@tamworth.nsw.gov.au,http://www.tamworth.nsw.gov.au,9884,61571,52 631 074 450,0
17350,Temora Shire Council,PO Box 262,,TEMORA,NSW,2666,105 Loftus Street,,Temora,NSW,2666,02 6980 1100,02 6980 1138,5994 Temora,Ms,Melissa,Boxall,,Clr,Rick,Firman,OAM,temshire@temora.nsw.gov.au,http://www.temora.nsw.gov.au,2802,6236,55 048 860 109,0
17400,Tenterfield Shire Council,PO Box 214,,TENTERFIELD,NSW,2372,247 Rouse Street,,Tenterfield,NSW,2372,02 6736 6000,02 6736 6005,,Mr,Hein,Basson,,Clr,Bronwyn,Petrie,,council@tenterfield.nsw.gov.au,http://www.tenterfield.nsw.gov.au,7323,6656,85 010 810 083,0
17420,The Hills Shire Council,PO Box 7064,,NORWEST,NSW,2153,3 Columbia Court,,Norwest,NSW,2153,02 9843 0555,02 9843 0409,9966 Norwest,Mr,Michael,Edgar,,Clr Dr,Michelle,Byrne,,council@thehills.nsw.gov.au,http://www.thehills.nsw.gov.au,386,167847,25 034 494 656,1
17550,Tweed Shire Council,PO Box 816,,MURWILLUMBAH,NSW,2484,Civic and Cultural Centre 10-14 Tumbulgum Road,,Murwillumbah,NSW,2484,02 6670 2400,02 6670 2429,,Mr,Troy,Green,,Clr,Chris,Cherry,,tsc@tweed.nsw.gov.au,http://www.tweed.nsw.gov.au,1308,94857,90 178 732 496,0
17620,Upper Hunter Shire Council,PO Box 208,,SCONE,NSW,2337,135 Liverpool Street,,Scone,NSW,2337,02 6540 1100,0,,Mr,Greg,McDonald,,Clr,Maurice,Collison,,council@upperhunter.nsw.gov.au,http://www.upperhunter.nsw.gov.au,8096,14265,17 261 839 740,0
17640,Upper Lachlan Shire Council,PO Box 42,,GUNNING,NSW,2581,44 Spring Street,,Crookwell,NSW,2583,02 4830 1000,02 4845 1426,,Ms,Alex,Waldron,,Clr,Paul,Culhane,,council@upperlachlan.nsw.gov.au,http://www.upperlachlan.nsw.gov.au,7127,7909,81 011 241 552,0
17650,Uralla Shire Council,PO Box 106,,URALLA,NSW,2358,32 Salisbury Street,,Uralla,NSW,2358,02 6778 6300,02 6778 5073,,Ms,Toni,Averay,,Clr,Robert,Bell,,council@uralla.nsw.gov.au,http://www.uralla.nsw.gov.au,3227,6103,55 868 272 018,0
17750,Wagga Wagga City Council,PO Box 20,,WAGGA WAGGA,NSW,2650,Civic Centre 243 Baylis Street,,Wagga Wagga,NSW,2650,1300 292 442,02 6926 9199,,Mr,Peter,Thompson,,Clr,Dallas,Tout,,council@wagga.nsw.gov.au,http://www.wagga.nsw.gov.au,4825,64265,56 044 159 537,0
17850,Walcha Council,PO Box 2,,WALCHA,NSW,2354,2W Hamilton Street,,Walcha,NSW,2354,02 6774 2500,0,,Mr,Stephen,Parry,,Clr,Eric,Noakes,,council@walcha.nsw.gov.au,http://www.walcha.nsw.gov.au,6261,3144,24 780 320 847,0
17900,Walgett Shire Council,PO Box 31,,WALGETT,NSW,2832,77 Fox Street,,Walgett,NSW,2832,02 6828 1399,02 6828 1608,,Mr,Andrew,Brown,,Clr,Jasen,Ramien,,admin@walgett.nsw.gov.au,http://www.walgett.nsw.gov.au,22308,6190,88 769 076 385,0
17950,Warren Shire Council,PO Box 6,,WARREN,NSW,2824,115 Dubbo Street,,Warren,NSW,2824,02 6847 6600,02 6847 6633,,Mr,Gary,Woodman,,Clr,Greg,Whiteley,,council@warren.nsw.gov.au,http://www.warren.nsw.gov.au,10754,2763,87 198 932 652,0
18020,Warrumbungle Shire Council,PO Box 191,,COONABARABRAN,NSW,2357,14-22 John Street,,Coonabarabran,NSW,2357,02 6849 2000,02 6842 1337,,Mr,Lindsay,Mason,,Clr,Kathryn,Rindfleish,,info@warrumbungle.nsw.gov.au,http://www.warrumbungle.nsw.gov.au,12372,9451,63 348 671 239,0
18050,Waverley Council,PO Box 9,,BONDI JUNCTION,NSW,1355,55 Spring Street,,Bondi Junction,NSW,2022,02 9083 8000,0,12006 Bondi Jn,Ms,Emily,Scott,,Clr,Will,Nemesh,,info@waverley.nsw.gov.au,http://www.waverley.nsw.gov.au,9,73300,12 502 583 608,1
18100,Weddin Shire Council,PO Box 125,,GRENFELL,NSW,2810,73 Camp Street,,Grenfell,NSW,2810,02 6343 1212,0,,Mr,Luke,Sheehan,,Clr,Paul,Best,,mail@weddin.nsw.gov.au,http://www.weddin.nsw.gov.au,3415,3641,73 819 323 291,0
18200,Wentworth Shire Council,PO Box 81,,WENTWORTH,NSW,2648,61 Darling Street,,Wentworth,NSW,2648,03 5027 5027,0,,Mr,Ken,Ross,,Clr,Daniel,Linklater,,council@wentworth.nsw.gov.au,http://www.wentworth.nsw.gov.au,26256,6972,96 283 886 815,0
18250,Willoughby City Council,PO Box 57,,CHATSWOOD,NSW,2057,Administrative Building 31-37 Victor Street,,Chatswood,NSW,2067,02 9777 1000,0,,Mr,Hugh,Phemister,,Clr,Tanya,Taylor,,email@willoughby.nsw.gov.au,http://www.willoughby.nsw.gov.au,22,79681,47 974 826 099,1
18350,Wingecarribee Shire Council,PO Box 141,,MOSS VALE,NSW,2577,Civic Centre 68 Elizabeth Street,,Moss Vale,NSW,2577,02 4868 0888,02 4869 1203,4961 Bowral,Ms,Lisa,Miscamble,,Clr,Jesse,Fitzpatrick,,mail@wsc.nsw.gov.au,http://www.wsc.nsw.gov.au,2689,49649,49 546 344 354,0
18400,Wollondilly Shire Council,PO Box 21,,PICTON,NSW,2571,62-64 Menangle Street,,Picton,NSW,2571,02 4677 1100,0,26052 Picton,Mr,Ben,Taylor,,Clr,Matthew,Gould,,council@wollondilly.nsw.gov.au,http://www.wollondilly.nsw.gov.au,2555,51002,93 723 245 808,1
18450,Wollongong City Council,Locked Bag 8821,,WOLLONGONG DC,NSW,2500,41 Burelli Street,,Wollongong,NSW,2500,02 4227 7111,02 4227 7277,,Mr,Greg,Doyle,,Clr,Tania,Brown,,council@wollongong.nsw.gov.au,http://www.wollongong.nsw.gov.au,684,213132,63 139 525 939,0
18500,Woollahra Municipal Council,PO Box 61,,DOUBLE BAY,NSW,1360,536 New South Head Road,,Double Bay,NSW,2028,02 9391 7000,02 9391 7044,3607 Double Bay,Mr,Craig,Swift-McNair,,Clr,Sarah,Dixson,,records@woollahra.nsw.gov.au,http://www.woollahra.nsw.gov.au,12,58456,32 218 483 245,1
18710,Yass Valley Council,Locked Bag 6,,YASS,NSW,2582,209 Comur Street,,YASS,NSW,2582,02 6226 1477,02 6226 2598,,Ms,Gayleen,Burley,,Clr,Jasmin,Jones,,council@yass.nsw.gov.au,http://www.yassvalley.nsw.gov.au,3995,16739,50 119 744 650,0
